"Customer_ID","No_Show","Major_Hub_Departure","Departure_Day","Departure_Hour","Connections","International_Flight","Connection___International_Fligh","Business_Traveler","Booking_Class","When_Ticket_Purchased","Age","Gender___Female","Frequent_Flier_Status","Weather_Issues","Weather_Issues___Connection"
"     6081297","           0","           0","           7","           1","           1","           0","           0","           0","           3","           3","           4","           0","           0","           1","           1"
"     6094340","           0","           1","           6","           1","           0","           0","           0","           0","           2","           3","           1","           1","           0","           0","           0"
"     2414194","           0","           1","           3","           2","           0","           0","           0","           0","           2","           3","           3","           1","           0","           0","           0"
"     8352688","           0","           1","           1","           3","           0","           0","           0","           0","           3","           3","           8","           0","           0","           0","           0"
"     1748558","           0","           0","           7","           2","           0","           0","           0","           0","           3","           3","           5","           1","           0","           0","           0"
"      407215","           0","           0","           7","           3","           0","           0","           0","           0","           3","           3","           2","           0","           0","           0","           0"
"     5091480","           0","           0","           3","           2","           1","           0","           0","           0","           3","           3","           4","           1","           0","           0","           0"
"     6925118","           0","           0","           5","           2","           0","           0","           0","           0","           2","           3","           3","           1","           0","           1","           0"
"     4616755","           0","           0","           6","           1","           1","           0","           0","           0","           3","           3","           8","           0","           0","           0","           0"
"     4691252","           0","           0","           2","           2","           1","           0","           0","           0","           3","           2","           4","           1","           0","           0","           0"
"     6109177","           0","           0","           1","           1","           1","           0","           0","           0","           2","           3","           3","           1","           1","           0","           0"
"     6579134","           0","           1","           4","           2","           0","           0","           0","           0","           3","           3","           3","           0","           0","           0","           0"
"     5385111","           0","           0","           7","           3","           0","           0","           0","           0","           2","           2","           5","           1","           0","           0","           0"
"     7848949","           0","           0","           3","           1","           0","           0","           0","           0","           3","           3","           4","           1","           0","           0","           0"
"      177021","           0","           0","           5","           1","           0","           0","           0","           0","           3","           2","           8","           1","           0","           0","           0"
"     8088770","           0","           1","           3","           2","           1","           0","           0","           0","           2","           3","           4","           1","           0","           0","           0"
"     3526193","           0","           1","           4","           3","           0","           0","           0","           0","           3","           2","           4","           0","           0","           0","           0"
"     3614432","           0","           1","           6","           1","           0","           0","           0","           0","           2","           2","           6","           0","           0","           0","           0"
"     9490794","           0","           1","           5","           2","           0","           0","           0","           0","           2","           3","           7","           1","           0","           0","           0"
"     5428603","           0","           0","           5","           1","           0","           0","           0","           0","           3","           3","           5","           1","           0","           0","           0"
"     4056755","           0","           0","           4","           1","           0","           0","           0","           0","           2","           3","           3","           1","           1","           0","           0"
"     1702605","           0","           0","           5","           2","           0","           0","           0","           0","           3","           3","           5","           1","           0","           0","           0"
"     7688624","           0","           0","           7","           1","           0","           0","           0","           0","           3","           2","           4","           1","           0","           0","           0"
"     3451102","           0","           0","           5","           3","           0","           0","           0","           0","           3","           2","           8","           1","           1","           0","           0"
"     8514855","           0","           0","           4","           3","           0","           0","           0","           0","           3","           3","           3","           0","           0","           0","           0"
"      584676","           0","           0","           2","           2","           0","           0","           0","           0","           3","           3","           5","           1","           0","           0","           0"
"     4822609","           0","           0","           3","           3","           1","           0","           0","           0","           2","           3","           4","           1","           0","           0","           0"
"     8145934","           0","           0","           3","           3","           1","           0","           0","           0","           3","           2","           7","           0","           0","           0","           0"
"     2562250","           0","           0","           1","           2","           0","           0","           0","           0","           2","           3","           7","           0","           0","           0","           0"
"     7341483","           0","           0","           7","           2","           0","           0","           0","           0","           2","           3","           7","           0","           0","           1","           0"
"     6822096","           0","           1","           7","           2","           1","           0","           0","           0","           3","           3","           7","           0","           0","           0","           0"
"     2735394","           0","           0","           5","           1","           1","           0","           0","           1","           2","           3","           6","           1","           0","           0","           0"
"     3488870","           0","           1","           2","           1","           0","           0","           0","           0","           3","           3","           6","           0","           0","           0","           0"
"     7864541","           0","           0","           3","           1","           0","           0","           0","           0","           2","           3","           2","           0","           0","           0","           0"
"     3607411","           0","           1","           7","           1","           0","           0","           0","           0","           3","           3","           1","           0","           0","           1","           0"
"     8155304","           0","           1","           5","           3","           0","           0","           0","           0","           2","           3","           4","           0","           0","           0","           0"
"     6329152","           0","           0","           3","           2","           0","           0","           0","           0","           3","           3","           4","           0","           0","           0","           0"
"     6081157","           0","           0","           3","           1","           0","           0","           0","           1","           3","           2","           5","           1","           0","           0","           0"
"     8366120","           0","           0","           3","           2","           0","           0","           0","           1","           3","           3","           4","           0","           0","           0","           0"
"      176253","           0","           1","           7","           3","           0","           0","           0","           0","           3","           3","           4","           1","           0","           0","           0"
"     4660995","           0","           1","           2","           1","           0","           0","           0","           0","           3","           2","           7","           1","           0","           0","           0"
"     2442872","           0","           0","           1","           2","           0","           0","           0","           0","           2","           3","           5","           0","           0","           0","           0"
"     9126176","           0","           0","           6","           2","           0","           0","           0","           0","           3","           3","           5","           0","           0","           0","           0"
"     9650240","           0","           0","           4","           1","           0","           0","           0","           0","           3","           2","           4","           1","           1","           0","           0"
"     4493650","           0","           1","           2","           3","           1","           0","           0","           0","           2","           3","           3","           1","           0","           0","           0"
"     2795601","           0","           1","           4","           3","           0","           0","           0","           0","           2","           3","           5","           1","           0","           0","           0"
"     9851358","           0","           0","           5","           1","           0","           0","           0","           0","           3","           2","           1","           0","           0","           0","           0"
"     6657027","           0","           0","           6","           2","           0","           0","           0","           0","           3","           3","           6","           0","           0","           0","           0"
"     8716260","           0","           0","           4","           1","           0","           0","           0","           0","           3","           3","           4","           1","           0","           0","           0"
"     3503701","           0","           0","           6","           2","           0","           0","           0","           0","           3","           3","           7","           1","           0","           0","           0"
"     2209589","           0","           0","           4","           2","           0","           0","           0","           0","           3","           2","           7","           0","           0","           0","           0"
"     3355851","           0","           0","           5","           3","           0","           0","           0","           0","           3","           3","           7","           0","           0","           0","           0"
"     6585403","           0","           0","           1","           3","           0","           0","           0","           0","           2","           3","           2","           1","           0","           0","           0"
"     9721048","           0","           0","           2","           3","           0","           0","           0","           0","           3","           2","           2","           1","           0","           0","           0"
"     9105591","           0","           0","           5","           1","           0","           0","           0","           0","           3","           3","           1","           0","           0","           0","           0"
"     4703065","           0","           0","           4","           2","           0","           0","           0","           0","           3","           3","           5","           1","           0","           0","           0"
"     5274390","           0","           0","           6","           2","           0","           0","           0","           0","           3","           3","           7","           0","           0","           1","           0"
"     9209753","           0","           1","           5","           1","           0","           0","           0","           0","           3","           3","           5","           1","           0","           0","           0"
"      346714","           0","           0","           7","           2","           1","           0","           0","           1","           3","           3","           4","           1","           0","           0","           0"
"     5634813","           0","           0","           7","           1","           0","           0","           0","           0","           3","           3","           7","           1","           1","           0","           0"
"     2136093","           0","           1","           7","           2","           1","           0","           0","           0","           3","           2","           4","           1","           0","           0","           0"
"      635783","           0","           1","           3","           2","           0","           0","           0","           0","           3","           3","           7","           1","           1","           0","           0"
"     6117279","           0","           0","           5","           2","           1","           0","           0","           0","           3","           3","           8","           1","           0","           0","           0"
"     9230773","           0","           1","           3","           1","           1","           0","           0","           0","           3","           3","           4","           1","           0","           0","           0"
"     6731524","           0","           0","           2","           2","           0","           0","           0","           0","           3","           2","           3","           1","           0","           0","           0"
"     4143139","           0","           1","           6","           3","           0","           0","           0","           0","           3","           2","           1","           0","           0","           0","           0"
"     8409636","           0","           0","           3","           1","           0","           0","           0","           0","           3","           3","           4","           1","           0","           0","           0"
"     4949513","           0","           1","           6","           1","           0","           0","           0","           0","           3","           3","           4","           0","           0","           0","           0"
"      968555","           0","           0","           6","           1","           0","           0","           0","           0","           3","           3","           7","           0","           0","           0","           0"
"     5272043","           0","           0","           1","           1","           0","           0","           0","           0","           3","           3","           5","           1","           0","           0","           0"
"     8890278","           0","           0","           5","           1","           0","           0","           0","           0","           3","           2","           3","           0","           0","           0","           0"
"     4200993","           0","           1","           4","           2","           0","           0","           0","           0","           3","           3","           6","           0","           0","           0","           0"
"      362619","           0","           0","           5","           1","           0","           0","           0","           0","           3","           3","           6","           1","           0","           0","           0"
"     8040906","           0","           0","           2","           1","           0","           0","           0","           0","           2","           3","           6","           1","           0","           0","           0"
"      748700","           0","           0","           7","           2","           0","           0","           0","           0","           3","           3","           6","           1","           0","           0","           0"
"     9523379","           0","           0","           1","           2","           1","           0","           0","           0","           2","           3","           7","           1","           0","           0","           0"
"     4512516","           0","           1","           2","           2","           0","           0","           0","           0","           3","           3","           8","           1","           0","           0","           0"
"     7373654","           0","           0","           7","           1","           0","           0","           0","           0","           2","           2","           1","           1","           0","           0","           0"
"      913923","           0","           1","           4","           1","           0","           0","           0","           1","           3","           3","           4","           1","           0","           0","           0"
"     7125536","           0","           1","           3","           1","           0","           0","           0","           0","           3","           3","           4","           0","           0","           0","           0"
"     2558591","           0","           0","           6","           1","           0","           0","           0","           1","           3","           3","           4","           0","           0","           0","           0"
"     2232906","           0","           1","           4","           2","           1","           0","           0","           1","           3","           3","           4","           1","           0","           0","           0"
"     2734869","           0","           0","           7","           1","           0","           0","           0","           0","           3","           3","           6","           1","           0","           0","           0"
"     5801946","           0","           1","           3","           1","           0","           0","           0","           0","           3","           3","           8","           1","           0","           0","           0"
"     6129896","           0","           0","           2","           2","           0","           0","           0","           0","           3","           3","           7","           1","           0","           0","           0"
"     3331032","           0","           0","           3","           2","           1","           0","           0","           0","           2","           3","           7","           0","           0","           0","           0"
"     1843013","           0","           1","           7","           2","           0","           0","           0","           0","           3","           3","           3","           1","           0","           0","           0"
"     6833181","           0","           0","           1","           1","           0","           0","           0","           0","           3","           3","           3","           0","           0","           0","           0"
"     3149058","           0","           0","           6","           1","           0","           0","           0","           0","           3","           3","           6","           0","           0","           0","           0"
"      880500","           0","           0","           5","           2","           0","           0","           0","           0","           3","           3","           7","           1","           0","           0","           0"
"     5052717","           0","           0","           5","           3","           0","           0","           0","           0","           3","           3","           3","           1","           1","           0","           0"
"     5694706","           0","           1","           6","           2","           0","           0","           0","           0","           3","           3","           4","           1","           0","           0","           0"
"     5983843","           0","           1","           6","           3","           0","           0","           0","           0","           3","           2","           5","           1","           0","           0","           0"
"     6135030","           0","           0","           1","           2","           0","           0","           0","           0","           1","           3","           4","           1","           1","           0","           0"
"     9430427","           0","           0","           6","           2","           0","           0","           0","           0","           3","           3","           7","           1","           0","           0","           0"
"     4918928","           0","           0","           2","           3","           0","           0","           0","           0","           3","           3","           1","           1","           0","           0","           0"
"     2867493","           0","           0","           7","           2","           0","           0","           0","           0","           3","           3","           2","           1","           0","           0","           0"
"     6676119","           0","           1","           2","           2","           0","           0","           0","           0","           3","           2","           4","           1","           0","           0","           0"
"     7941795","           0","           0","           6","           1","           0","           0","           0","           0","           2","           3","           4","           0","           0","           1","           0"
"     2236073","           0","           1","           7","           1","           0","           0","           0","           0","           2","           3","           4","           0","           0","           0","           0"
"     6944517","           0","           1","           4","           3","           0","           0","           0","           0","           3","           3","           3","           0","           0","           0","           0"
"      701195","           0","           0","           4","           2","           0","           0","           0","           0","           3","           3","           3","           0","           0","           1","           0"
"     6692460","           0","           0","           1","           2","           0","           0","           0","           0","           3","           3","           5","           1","           0","           0","           0"
"     2233787","           0","           1","           6","           1","           1","           0","           0","           0","           3","           3","           4","           0","           0","           1","           1"
"     6526809","           0","           0","           4","           2","           0","           0","           0","           0","           3","           3","           8","           1","           0","           0","           0"
"     5512585","           0","           0","           5","           1","           0","           0","           0","           0","           3","           3","           5","           1","           0","           0","           0"
"     9018242","           0","           1","           7","           2","           0","           0","           0","           0","           3","           3","           4","           0","           0","           0","           0"
"     1101330","           0","           0","           4","           2","           0","           0","           0","           0","           3","           3","           3","           0","           0","           0","           0"
"     3178353","           0","           0","           3","           1","           0","           0","           0","           0","           3","           2","           5","           1","           0","           0","           0"
"     5908005","           0","           0","           7","           2","           0","           0","           0","           0","           2","           3","           3","           1","           0","           1","           0"
"     7276866","           0","           1","           2","           2","           0","           1","           0","           0","           2","           3","           1","           0","           0","           0","           0"
"     5789126","           0","           0","           2","           3","           0","           0","           0","           0","           3","           2","           4","           0","           0","           0","           0"
"     2108263","           0","           1","           1","           2","           0","           0","           0","           0","           3","           3","           5","           1","           0","           0","           0"
"     2496782","           0","           1","           1","           1","           1","           0","           0","           0","           3","           3","           4","           1","           0","           0","           0"
"     5824979","           0","           1","           7","           1","           0","           0","           0","           0","           2","           3","           7","           1","           0","           1","           0"
"     2880629","           0","           1","           6","           1","           0","           0","           0","           0","           3","           3","           1","           1","           1","           0","           0"
"      572135","           0","           0","           3","           2","           0","           0","           0","           0","           3","           3","           6","           1","           1","           0","           0"
"     8412618","           0","           0","           1","           1","           0","           0","           0","           0","           3","           2","           2","           1","           0","           0","           0"
"     4416607","           0","           1","           4","           3","           1","           0","           0","           0","           2","           3","           8","           0","           0","           0","           0"
"     1844653","           0","           0","           6","           3","           0","           0","           0","           0","           3","           3","           8","           0","           0","           0","           0"
"     7661087","           0","           0","           5","           1","           0","           0","           0","           0","           3","           2","           4","           0","           0","           0","           0"
"     9630926","           0","           0","           4","           2","           0","           0","           0","           0","           3","           3","           8","           1","           0","           0","           0"
"     7485444","           0","           0","           6","           3","           0","           0","           0","           0","           3","           2","           4","           0","           0","           0","           0"
"     3417968","           0","           1","           5","           3","           0","           0","           0","           0","           3","           3","           4","           1","           0","           0","           0"
"     4110789","           0","           0","           4","           1","           0","           0","           0","           0","           3","           2","           4","           1","           0","           0","           0"
"      549677","           0","           1","           5","           1","           0","           0","           0","           0","           3","           2","           1","           1","           0","           0","           0"
"      984701","           0","           1","           6","           3","           0","           0","           0","           0","           2","           3","           7","           0","           0","           0","           0"
"     8128788","           0","           1","           5","           3","           0","           0","           0","           1","           3","           3","           4","           0","           0","           1","           0"
"     2625862","           0","           1","           7","           3","           0","           0","           0","           0","           3","           3","           5","           0","           0","           0","           0"
"     7236263","           0","           1","           7","           2","           0","           0","           0","           0","           3","           3","           4","           0","           1","           0","           0"
"     8942403","           0","           0","           4","           1","           1","           0","           0","           0","           3","           3","           3","           0","           0","           0","           0"
"     1599500","           0","           1","           6","           1","           0","           0","           0","           0","           3","           2","           1","           0","           0","           0","           0"
"     7061363","           0","           0","           6","           1","           0","           0","           0","           0","           2","           3","           4","           0","           0","           1","           0"
"     4902477","           0","           0","           7","           2","           0","           0","           0","           0","           3","           3","           4","           0","           0","           0","           0"
"     5393228","           0","           0","           2","           2","           0","           0","           0","           0","           3","           3","           3","           1","           0","           0","           0"
"     1439890","           0","           0","           7","           2","           0","           0","           0","           1","           3","           2","           8","           1","           0","           0","           0"
"     3828965","           0","           0","           1","           3","           0","           0","           0","           0","           3","           2","           4","           0","           0","           0","           0"
"      324230","           0","           0","           5","           2","           0","           0","           0","           1","           3","           3","           3","           0","           0","           0","           0"
"     1515237","           0","           0","           7","           1","           0","           0","           0","           0","           3","           3","           4","           1","           0","           0","           0"
"     2567373","           0","           1","           4","           2","           0","           0","           0","           0","           3","           3","           5","           0","           0","           1","           0"
"      622407","           0","           1","           3","           3","           0","           0","           0","           0","           1","           2","           4","           0","           0","           0","           0"
"     9177055","           0","           1","           6","           3","           0","           0","           0","           0","           3","           3","           4","           1","           0","           1","           0"
"     1066183","           0","           1","           2","           2","           0","           0","           0","           0","           3","           3","           5","           0","           1","           0","           0"
"     7378911","           0","           0","           2","           1","           0","           0","           0","           1","           3","           3","           3","           1","           0","           0","           0"
"     8249547","           0","           0","           7","           1","           0","           0","           0","           0","           3","           3","           8","           0","           0","           0","           0"
"      854243","           0","           0","           1","           1","           0","           0","           0","           0","           2","           3","           4","           1","           0","           0","           0"
"     3179604","           0","           0","           6","           2","           1","           0","           0","           0","           3","           2","           4","           1","           0","           1","           1"
"     8354419","           0","           1","           3","           3","           0","           0","           0","           0","           3","           3","           7","           1","           0","           0","           0"
"     8503325","           0","           0","           1","           2","           0","           0","           0","           0","           2","           2","           5","           1","           1","           0","           0"
"     3875545","           0","           1","           1","           3","           0","           0","           0","           0","           3","           2","           3","           0","           0","           1","           0"
"     8676171","           0","           0","           1","           3","           0","           0","           0","           0","           3","           3","           4","           0","           0","           0","           0"
"     5592316","           0","           0","           4","           2","           0","           0","           0","           0","           3","           3","           4","           1","           0","           0","           0"
"     5524617","           0","           1","           1","           2","           0","           0","           0","           0","           3","           3","           4","           1","           0","           0","           0"
"     3441749","           0","           0","           3","           3","           1","           0","           0","           0","           3","           3","           3","           0","           0","           0","           0"
"     3181586","           0","           0","           6","           3","           0","           0","           0","           0","           2","           3","           5","           1","           0","           0","           0"
"     7755692","           0","           0","           5","           1","           0","           0","           0","           0","           2","           3","           7","           1","           0","           0","           0"
"     6496813","           0","           1","           5","           1","           0","           0","           0","           0","           3","           3","           1","           0","           0","           0","           0"
"     1912897","           0","           1","           5","           1","           0","           0","           0","           0","           3","           3","           2","           1","           0","           0","           0"
"      607408","           0","           1","           2","           2","           1","           0","           0","           0","           3","           3","           8","           0","           0","           0","           0"
"     4704315","           0","           0","           2","           1","           0","           0","           0","           1","           2","           2","           7","           0","           0","           0","           0"
"      672759","           0","           0","           5","           3","           1","           0","           0","           0","           2","           2","           8","           1","           0","           0","           0"
"     6521783","           0","           0","           3","           2","           0","           0","           0","           0","           3","           3","           5","           0","           0","           0","           0"
"      583063","           0","           0","           4","           3","           1","           0","           0","           1","           1","           3","           6","           1","           0","           0","           0"
"     7228694","           0","           0","           1","           1","           0","           0","           0","           0","           3","           3","           1","           0","           0","           0","           0"
"     6082373","           0","           1","           3","           1","           0","           0","           0","           0","           2","           2","           5","           0","           0","           0","           0"
"     9741254","           0","           0","           7","           3","           0","           0","           0","           0","           3","           3","           1","           0","           0","           0","           0"
"     8863662","           0","           1","           7","           1","           0","           0","           0","           0","           3","           3","           5","           1","           0","           1","           0"
"     5624323","           0","           1","           4","           3","           0","           0","           0","           0","           3","           3","           1","           0","           0","           0","           0"
"     4618502","           0","           0","           1","           2","           0","           0","           0","           0","           3","           3","           4","           1","           0","           1","           0"
"     2370154","           0","           1","           6","           3","           1","           0","           0","           0","           2","           1","           6","           0","           0","           0","           0"
"     8782318","           0","           0","           5","           3","           0","           0","           0","           0","           3","           3","           5","           1","           0","           0","           0"
"     9493800","           0","           0","           6","           2","           0","           0","           0","           0","           2","           3","           4","           0","           0","           0","           0"
"     1706153","           0","           1","           1","           2","           0","           0","           0","           0","           3","           3","           3","           0","           0","           0","           0"
"     9358645","           0","           0","           5","           2","           0","           0","           0","           0","           3","           3","           2","           0","           0","           0","           0"
"     5162070","           0","           0","           4","           1","           0","           0","           0","           0","           3","           2","           5","           1","           1","           0","           0"
"     3997112","           0","           0","           2","           2","           0","           0","           0","           0","           3","           3","           3","           1","           0","           0","           0"
"     9814963","           0","           1","           1","           3","           0","           0","           0","           0","           3","           2","           5","           0","           0","           0","           0"
"     3968599","           0","           0","           5","           3","           0","           0","           0","           0","           2","           3","           7","           0","           0","           0","           0"
"     2315888","           0","           0","           1","           3","           0","           0","           0","           0","           2","           3","           6","           0","           0","           0","           0"
"     9613336","           0","           1","           5","           2","           0","           0","           0","           0","           3","           3","           2","           0","           0","           0","           0"
"     3663615","           0","           0","           5","           2","           1","           0","           0","           0","           3","           2","           4","           1","           0","           0","           0"
"     1044851","           0","           0","           4","           2","           0","           0","           0","           0","           3","           3","           6","           0","           0","           0","           0"
"     6136762","           0","           0","           6","           2","           0","           0","           0","           0","           3","           3","           7","           1","           0","           0","           0"
"     5953442","           0","           0","           6","           3","           0","           0","           0","           0","           3","           3","           7","           0","           0","           1","           0"
"     8100567","           0","           1","           7","           2","           0","           0","           0","           0","           2","           3","           3","           0","           0","           1","           0"
"     5431861","           0","           0","           3","           3","           0","           0","           0","           0","           3","           3","           4","           0","           0","           0","           0"
"     6338243","           0","           1","           6","           2","           0","           0","           0","           0","           3","           2","           1","           1","           0","           0","           0"
"     4176727","           0","           0","           2","           3","           0","           0","           0","           0","           3","           2","           8","           0","           0","           0","           0"
